Episode #0 Angle PID Val: Kp 29.544282878767778, Ki 24.262401949823612, Kd 8.794453978080183. X PID Val: Kp 10.711152801412, Ki 4.540861304257912, Kd 6.830010641947561
Episode #902 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #903 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #904 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #905 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #906 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #907 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #908 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #909 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #910 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #911 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #912 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #913 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #914 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #915 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #916 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #917 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #918 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #919 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #920 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #921 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #922 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #923 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #924 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #925 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #926 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #927 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #928 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #929 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #930 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #931 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #932 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #933 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #934 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #935 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #936 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #937 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #938 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #939 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #940 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #941 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #942 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #943 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #944 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #945 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #946 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #947 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #948 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #949 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #950 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #951 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #952 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #953 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #954 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #955 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #956 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #957 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #958 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #959 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #960 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #961 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #962 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #963 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #964 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #965 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #966 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #967 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #968 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #969 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #970 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #971 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #972 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #973 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #974 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #975 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #976 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #977 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #978 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #979 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #980 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #981 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #982 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #983 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #984 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #985 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #986 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #987 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #988 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #989 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #990 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #991 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #992 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #993 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #994 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #995 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #996 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #997 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #998 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
Episode #999 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.9004768148372
